date,killed,injured,victims,state,city,address,incident
2015-01-11,0,5,5,California,San Jose,3840 Monterey Hwy,http://www.gunviolencearchive.org/incident/276766
2015-01-10,2,2,4,Kansas,Wichita,4859 E Harry Street,http://www.gunviolencearchive.org/incident/276536
2015-01-09,4,0,4,California,San Francisco,Laguna and Page streets,http://www.gunviolencearchive.org/incident/276459
2015-01-08,1,3,4,Massachusetts,Boston,104 Harrishof Street,http://www.gunviolencearchive.org/incident/275986
2015-01-07,1,3,4,Tennessee,Chattanooga,773 West Main Street,http://www.gunviolencearchive.org/incident/275064
2015-01-06,1,3,4,Florida,Miami,1300 block of NW 62nd Street,http://www.gunviolencearchive.org/incident/274867
2015-01-04,2,4,6,Virginia,Roanoke,3634 Shenandoah Ave NW,http://www.gunviolencearchive.org/incident/273535
2015-01-04,3,1,4,Texas,Dallas,2000 block of Ben Hur St.,http://www.gunviolencearchive.org/incident/273397
2015-01-02,1,4,5,Georgia,Savannah,500 block of W. 54th Street,http://www.gunviolencearchive.org/incident/273965
2015-01-01,0,5,5,Tennessee,Memphis,Interstate 240 and Poplar Avenue,http://www.gunviolencearchive.org/incident/272016
2016-12-31,2,2,4,Georgia,Lenox (El Dorado),27 Briarwood Ct,http://www.gunviolencearchive.org/incident/740447
2016-12-31,1,3,4,Texas,Houston,3704 Fannin Street,http://www.gunviolencearchive.org/incident/738749
2016-12-30,0,5,5,Ohio,Mansfield,3230 Possum Run Rd,http://www.gunviolencearchive.org/incident/738041
2016-12-30,2,2,4,Connecticut,Wallingford,95 S Turnpike Road,http://www.gunviolencearchive.org/incident/738576
2016-12-28,1,4,5,Georgia,Columbus,2914 10th Street,http://www.gunviolencearchive.org/incident/736690
2016-12-25,0,4,4,Alabama,Ozark,858 US-231,http://www.gunviolencearchive.org/incident/735947
2016-12-25,3,4,7,Illinois,Chicago,8600 block of South Maryland Avenue,http://www.gunviolencearchive.org/incident/734157
2016-12-25,1,5,6,New York,Mount Vernon,4 North 3rd Avenue,http://www.gunviolencearchive.org/incident/733599
2016-12-24,0,7,7,North Carolina,Madison,490 K Ford Rd,http://www.gunviolencearchive.org/incident/732927
2016-12-24,4,0,4,North Carolina,Wilson,2241 Banks Lane East,http://www.gunviolencearchive.org/incident/733176
2016-12-23,1,3,4,Alabama,Birmingham,3813 Richard Arrington Boulevard North,http://www.gunviolencearchive.org/incident/732263
2016-12-23,0,4,4,Illinois,Chicago,4900 block of West Hubbard,http://www.gunviolencearchive.org/incident/732574
2016-12-17,0,4,4,North Carolina,Charlotte,4115 N. Tryon Street,http://www.gunviolencearchive.org/incident/728286
2016-12-17,5,0,5,Illinois,Chicago (Roseland),100 block of West 105th Street,http://www.gunviolencearchive.org/incident/727759
2016-12-16,2,2,4,Illinois,Chicago,4300 block of South Rockwell,http://www.gunviolencearchive.org/incident/727544
2016-12-16,0,4,4,Illinois,Chicago,13th and South Kedzie,http://www.gunviolencearchive.org/incident/727555
2016-12-12,1,3,4,California,Sacramento,4800 block of Myrtle Avenue,http://www.gunviolencearchive.org/incident/724667
2016-12-11,0,4,4,New York,Brooklyn,192 Knickerbocker Ave,http://www.gunviolencearchive.org/incident/723649
2016-12-11,1,4,5,Florida,Orlando (Pine Hills),4305 N Pine Hills Rd,http://www.gunviolencearchive.org/incident/723643
2016-12-11,0,5,5,Maryland,Baltimore,3916 South Hanover Street,http://www.gunviolencearchive.org/incident/723292
2016-12-11,0,4,4,North Carolina,Rocky Mount,1200 block of East Highland Ave,http://www.gunviolencearchive.org/incident/725338
2016-12-09,4,0,4,Texas,Channelview,15300 block of Market,http://www.gunviolencearchive.org/incident/725323
2016-12-09,0,4,4,California,Fresno,842 Fresno Street,http://www.gunviolencearchive.org/incident/722452
2016-12-05,4,1,5,New Mexico,Albuquerque,1532 Stagecoach Lane,http://www.gunviolencearchive.org/incident/719128
2016-12-03,0,6,6,California,Los Angeles,91st Street and Western Avenue,http://www.gunviolencearchive.org/incident/717873
2016-12-02,0,6,6,New Jersey,Bloomfield,3 1st Ave,http://www.gunviolencearchive.org/incident/717616
2016-12-01,1,3,4,California,Clearlake Oaks,N/A,http://www.gunviolencearchive.org/incident/716001
2016-11-30,2,4,6,Maryland,Baltimore,2901 Garrison Blvd,http://www.gunviolencearchive.org/incident/715101
2016-11-28,1,3,4,Texas,Mission (Palmview),1840 West Palma Vista Drive,http://www.gunviolencearchive.org/incident/712796
2016-11-28,0,4,4,California,Wilmington,1067 McDonald Avenue,http://www.gunviolencearchive.org/incident/712776
2016-11-28,0,4,4,California,San Pedro,300 block of West 2nd Street,http://www.gunviolencearchive.org/incident/713445
2016-11-27,1,9,10,Louisiana,New Orleans,100 block of Bourbon Street,http://www.gunviolencearchive.org/incident/711597
2016-11-27,0,7,7,Missouri,Kansas City,Gregory and Prospect,http://www.gunviolencearchive.org/incident/711744
2016-11-26,1,5,6,Illinois,Chicago,8800 block of S Exchange Ave,http://www.gunviolencearchive.org/incident/710732
2016-11-25,0,4,4,Louisiana,New Orleans,Magnolia Street and Felicity Street,http://www.gunviolencearchive.org/incident/710467
2016-11-24,2,4,6,Kentucky,Louisville,4501 W Broadway,http://www.gunviolencearchive.org/incident/709370
2016-11-24,1,3,4,New York,Albany,77 Central Ave,http://www.gunviolencearchive.org/incident/709276
2016-11-23,0,4,4,Mississippi,Olive Branch,928 Cross Road,http://www.gunviolencearchive.org/incident/708777
2016-11-22,1,4,5,Florida,Clewiston,1068 Harlem Academy Avenue,http://www.gunviolencearchive.org/incident/708392
2016-11-18,0,4,4,Illinois,Chicago,5000 block of West Wabansia,http://www.gunviolencearchive.org/incident/704568
2016-11-17,1,7,8,Tennessee,Dyersburg,160 Longfellow,http://www.gunviolencearchive.org/incident/703245
2016-11-13,3,2,5,Florida,Jacksonville,5105 Cleveland Rd,http://www.gunviolencearchive.org/incident/699605
2016-11-13,0,4,4,Texas,San Antonio,8000 Midcrown,http://www.gunviolencearchive.org/incident/699332
2016-11-13,3,2,5,California,San Diego,3800 block of Marlborough Avenue,http://www.gunviolencearchive.org/incident/700232
2016-11-13,0,4,4,Florida,Orlando,Conley Street and South Ivey Lane,http://www.gunviolencearchive.org/incident/699316
2016-11-12,1,5,6,California,Sacramento,8600 block of Ardith Drive,http://www.gunviolencearchive.org/incident/699033
2016-11-12,1,3,4,Missouri,Kansas City,21st St and Cleveland Ave,http://www.gunviolencearchive.org/incident/700363
2016-11-12,0,5,5,Connecticut,Bridgeport,2500 Park Avenue,http://www.gunviolencearchive.org/incident/699303
2016-11-11,0,4,4,Texas,Houston,7705 Channelside Street,http://www.gunviolencearchive.org/incident/699863
2016-11-10,1,3,4,Texas,Houston,6610 S Sam Houston Pkwy W,http://www.gunviolencearchive.org/incident/698383
2016-11-09,0,5,5,Washington,Seattle,1524 3rd Ave,http://www.gunviolencearchive.org/incident/696917
2016-11-09,1,3,4,Illinois,Chicago,3400 block of W Monroe,http://www.gunviolencearchive.org/incident/697377
2016-11-09,0,4,4,Tennessee,Memphis,1800 block of East Brooks Road,http://www.gunviolencearchive.org/incident/696352
2016-11-05,1,3,4,Florida,Fort Lauderdale (Lauderhill),3135 West Broward Boulevard,http://www.gunviolencearchive.org/incident/693624
2016-11-05,0,4,4,Texas,San Antonio,10726 Perrin Beitel Rd,http://www.gunviolencearchive.org/incident/693438
2016-11-05,0,5,5,South Carolina,Myrtle Beach,803 Main St,http://www.gunviolencearchive.org/incident/693401
2016-11-05,0,8,8,California,Oakland,420 14th Street,http://www.gunviolencearchive.org/incident/693374
2016-11-05,0,5,5,Illinois,Chicago,4800 block of North Winthrop,http://www.gunviolencearchive.org/incident/693290
2016-11-04,0,4,4,Pennsylvania,Philadelphia,5451 Springfield Ave,http://www.gunviolencearchive.org/incident/693307
2016-11-03,2,2,4,Illinois,Chicago,8000 block of S Shore Dr,http://www.gunviolencearchive.org/incident/692020
2016-11-03,2,2,4,New Jersey,Orange,234 Cleveland Street,http://www.gunviolencearchive.org/incident/692315
2016-11-02,1,4,5,Arkansas,Little Rock,2111 Bragg Street,http://www.gunviolencearchive.org/incident/692025
2016-11-01,1,5,6,Tennessee,Memphis,5200 block of Zodiac Rd,http://www.gunviolencearchive.org/incident/691113
2016-10-31,0,4,4,Louisiana,Shreveport,700 Block of W 68th St,http://www.gunviolencearchive.org/incident/689518
2016-10-30,0,4,4,Ohio,Toledo,742 Junction Ave,http://www.gunviolencearchive.org/incident/688979
2016-10-30,0,4,4,New York,New York (Manhattan),135 Ridge Street,http://www.gunviolencearchive.org/incident/688841
2016-10-30,2,5,7,New York,Newburgh,119 First Street,http://www.gunviolencearchive.org/incident/688577
2016-10-30,3,3,6,Maryland,Capitol Heights,6860 Walker Mill Road,http://www.gunviolencearchive.org/incident/689020
2016-10-30,0,5,5,Texas,San Antonio,2900 block of Aspen Meadow,http://www.gunviolencearchive.org/incident/688592
2016-10-29,1,3,4,Ohio,Dayton,2010 Cornell Ridge Dr,http://www.gunviolencearchive.org/incident/687940
2016-10-29,0,5,5,California,Los Angeles,1600 block of Century Boulevard,http://www.gunviolencearchive.org/incident/689009
2016-10-29,0,4,4,California,Riverside,3500 block of Madison Street,http://www.gunviolencearchive.org/incident/688210
2016-10-28,0,6,6,Mississippi,Jackson,200 block of Lorenz Blvd,http://www.gunviolencearchive.org/incident/688429
2016-10-28,0,4,4,Florida,Miami Gardens,Northwest 173rd Terrace and 27th Avenue,http://www.gunviolencearchive.org/incident/687375
2016-10-27,4,0,4,Georgia,Jackson,600 block of Moccasin Gap Road,http://www.gunviolencearchive.org/incident/686312
2016-10-25,1,3,4,Ohio,Dayton,3300 block of Riverside Dr,http://www.gunviolencearchive.org/incident/685379
2016-10-25,2,3,5,Virginia,Roanoke,830 Campbell Avenue Southeast,http://www.gunviolencearchive.org/incident/684130
2016-10-23,1,5,6,Oklahoma,Wellston,Highway 66 and N 3310 Rd,http://www.gunviolencearchive.org/incident/683142
2016-10-22,0,7,7,California,Oakland,77th and Bancroft Avenues,http://www.gunviolencearchive.org/incident/682298
2016-10-18,0,4,4,California,San Francisco,325 La Grande Ave,http://www.gunviolencearchive.org/incident/679290
2016-10-17,1,4,5,Illinois,Chicago (Englewood),6700 block of South Winchester,http://www.gunviolencearchive.org/incident/678438
2016-10-15,0,5,5,Alabama,Mobile,1800 block of St Stephens Road,http://www.gunviolencearchive.org/incident/677293
2016-10-15,1,5,6,Illinois,Rockford,7801 East State St,http://www.gunviolencearchive.org/incident/676686
2016-10-15,4,11,15,California,Los Angeles,2918 Rimpau Blvd,http://www.gunviolencearchive.org/incident/676663
2016-10-14,1,6,7,Illinois,Chicago,3300 block of W Maypole Ave,http://www.gunviolencearchive.org/incident/676376
2016-10-13,0,4,4,Illinois,Chicago,2700 block of West Lexington,http://www.gunviolencearchive.org/incident/675993
2016-10-09,1,8,9,Michigan,Grand Rapids,1850 28th Street SE,http://www.gunviolencearchive.org/incident/672203
2016-10-09,1,3,4,California,Sacramento,1696 Arden Way,http://www.gunviolencearchive.org/incident/672217
2016-10-08,0,4,4,New York,Brooklyn,7301 3rd Ave,http://www.gunviolencearchive.org/incident/671717
2016-10-04,3,2,5,Louisiana,New Orleans,3727 Ulloa Street,http://www.gunviolencearchive.org/incident/669777
2016-10-03,0,4,4,Minnesota,Minneapolis,Fourth St and Hennepin Ave,http://www.gunviolencearchive.org/incident/668407
2016-10-02,1,4,5,Texas,San Antonio,2600 South Flores Street,http://www.gunviolencearchive.org/incident/667984
2016-10-01,4,0,4,Illinois,Pembroke Township,17250E Road,http://www.gunviolencearchive.org/incident/668279
2016-10-01,0,4,4,California,Fresno,3200 block of East Clay Avenue,http://www.gunviolencearchive.org/incident/668352
2016-09-29,1,3,4,California,San Francisco,400 block of Ellis Street,http://www.gunviolencearchive.org/incident/665995
2016-09-26,0,4,4,North Carolina,Winston Salem (Winston-salem),100 block of 5 Royales Dr,http://www.gunviolencearchive.org/incident/663624
2016-09-26,0,4,4,Texas,Humble,21219 Grand Linden Ct,http://www.gunviolencearchive.org/incident/663789
2016-09-26,1,6,7,Texas,Houston,5450 Weslayan St,http://www.gunviolencearchive.org/incident/663106
2016-09-25,1,3,4,Illinois,Champaign,300 block of E. Green St,http://www.gunviolencearchive.org/incident/662548
2016-09-24,0,8,8,Maryland,Baltimore,Greenmount Avenue and Preston Street,http://www.gunviolencearchive.org/incident/662342
2016-09-23,5,0,5,Washington,Burlington,201 Cascade Mall Dr,http://www.gunviolencearchive.org/incident/661703
2016-09-18,0,4,4,Pennsylvania,Philadelphia,3001 Castor Avenue,http://www.gunviolencearchive.org/incident/657854
2016-09-18,1,3,4,Virginia,Lynchburg,421 Rivermont Ave,http://www.gunviolencearchive.org/incident/657863
2016-09-18,0,4,4,Pennsylvania,Pittsburgh,1700 block of Brighton Place,http://www.gunviolencearchive.org/incident/658226
2016-09-17,0,6,6,Florida,Miami,20582 SW 119th Ave,http://www.gunviolencearchive.org/incident/659289
2016-09-17,1,6,7,Florida,Orlando,3918 Columbia St,http://www.gunviolencearchive.org/incident/657136
2016-09-17,2,2,4,Indiana,Indianapolis,2016 West 76th Street,http://www.gunviolencearchive.org/incident/657151
2016-09-17,2,7,9,District of Columbia,Washington,2600 block of Birney Place SE,http://www.gunviolencearchive.org/incident/657634
2016-09-16,2,5,7,Pennsylvania,Philadelphia,5100 block of Sansom St,http://www.gunviolencearchive.org/incident/657023
2016-09-16,2,2,4,California,Los Angeles (Hollywood),555 N Heliotrope Dr,http://www.gunviolencearchive.org/incident/656991
2016-09-14,1,3,4,Texas,Humble,16000 block of Saybrook,http://www.gunviolencearchive.org/incident/655512
2016-09-13,3,2,5,Indiana,Fort Wayne,1723 E Wayne St,http://www.gunviolencearchive.org/incident/654087
2016-09-11,3,1,4,Indiana,Fort Wayne,3006 Holton Avenue,http://www.gunviolencearchive.org/incident/652642
2016-09-11,1,5,6,Louisiana,New Orleans,2349 S Claiborne Ave,http://www.gunviolencearchive.org/incident/653077
2016-09-11,1,3,4,New Jersey,Jersey City,87 Van Wagenen Ave,http://www.gunviolencearchive.org/incident/652759
2016-09-11,0,6,6,Missouri,Kansas City,500 block of Westport Rd,http://www.gunviolencearchive.org/incident/652584
2016-09-11,0,5,5,Michigan,Saginaw,2207 Pierce Road,http://www.gunviolencearchive.org/incident/652561
2016-09-11,0,5,5,North Carolina,New Bern,1100 block of Highway 70,http://www.gunviolencearchive.org/incident/652606
2016-09-10,1,3,4,Florida,Miami,3451 Northwest 36 Street,http://www.gunviolencearchive.org/incident/652175
2016-09-08,4,0,4,Texas,Del Valle,8330 Linden Rd,http://www.gunviolencearchive.org/incident/651957
2016-09-08,1,4,5,Arkansas,Hot Springs National Park (Hot Springs),300 block of Lacey St,http://www.gunviolencearchive.org/incident/651434
2016-09-05,2,3,5,Illinois,Chicago,2700 block of W Lexington Ave,http://www.gunviolencearchive.org/incident/648884
2016-09-05,0,4,4,Pennsylvania,Reading,600 block of Moss Street,http://www.gunviolencearchive.org/incident/648490
2016-09-04,1,10,11,Virginia,Roanoke,1020 Orange Ave NE,http://www.gunviolencearchive.org/incident/647865
2016-09-03,0,4,4,Illinois,Chicago,100 block of North Seeley Avenue,http://www.gunviolencearchive.org/incident/646855
2016-09-03,1,3,4,North Carolina,Wilmington,600 block of North 30th Street,http://www.gunviolencearchive.org/incident/646995
2016-08-30,0,4,4,Georgia,Atlanta,400 Merritts Avenue NE,http://www.gunviolencearchive.org/incident/644723
2016-08-30,0,4,4,Illinois,Chicago (Englewood),6800 block of South Ashland,http://www.gunviolencearchive.org/incident/643824
2016-08-29,1,5,6,New Jersey,Egg Harbor City,907 White Horse Pike,http://www.gunviolencearchive.org/incident/641732
2016-08-29,5,0,5,California,Temecula,41450 Cruz Way,http://www.gunviolencearchive.org/incident/684389
2016-08-28,0,6,6,Texas,Lubbock,2200 block of 17th St,http://www.gunviolencearchive.org/incident/641419
2016-08-28,0,4,4,New York,Bronx,514 E 156th St,http://www.gunviolencearchive.org/incident/640677
2016-08-28,2,2,4,Missouri,Saint Louis,S Grand Blvd and Montana St,http://www.gunviolencearchive.org/incident/640689
2016-08-28,0,5,5,Alabama,Dadeville,512 E Columbus St,http://www.gunviolencearchive.org/incident/640861
2016-08-27,1,6,7,Alabama,Bessemer (Brighton),3810 7th Ave,http://www.gunviolencearchive.org/incident/640500
2016-08-27,2,4,6,Florida,Miami,1900 block of NW 83rd Terr,http://www.gunviolencearchive.org/incident/640203
2016-08-25,0,5,5,New Jersey,Bridgeton,Marion Street,http://www.gunviolencearchive.org/incident/640901
2016-08-21,0,13,13,Connecticut,Bridgeport,19 Plymouth St,http://www.gunviolencearchive.org/incident/634787
2016-08-21,0,4,4,Massachusetts,Boston,Westview and Stratton Street,http://www.gunviolencearchive.org/incident/634889
2016-08-20,0,5,5,Washington,Tacoma,900 block of Pacific Avenue,http://www.gunviolencearchive.org/incident/634731
2016-08-20,0,4,4,Connecticut,Hamden,903 Dixwell Ave,http://www.gunviolencearchive.org/incident/634238
2016-08-20,5,0,5,Alabama,Citronelle,Jim Platt Road,http://www.gunviolencearchive.org/incident/634819
2016-08-18,0,4,4,Connecticut,Waterbury,402 E Main Street,http://www.gunviolencearchive.org/incident/632747
2016-08-17,0,4,4,California,Oakland,Mandela Parkway,http://www.gunviolencearchive.org/incident/632753
2016-08-14,0,4,4,Virginia,Norfolk,1600 block of Selden Avenue,http://www.gunviolencearchive.org/incident/630007
2016-08-14,0,5,5,Minnesota,Minneapolis,1717 Plymouth Ave N,http://www.gunviolencearchive.org/incident/629415
2016-08-13,0,4,4,California,Los Angeles,6300 block of 11th Avenue,http://www.gunviolencearchive.org/incident/629663
2016-08-13,2,2,4,Wisconsin,Milwaukee,4001 West Fond Du Lac Ave,http://www.gunviolencearchive.org/incident/628570
2016-08-13,0,4,4,New York,Richmond Hill,Jamaica Ave and 105th St,http://www.gunviolencearchive.org/incident/628623
2016-08-13,0,4,4,Missouri,Joplin,1800 Connecticut Ave,http://www.gunviolencearchive.org/incident/628635
2016-08-12,1,3,4,Florida,Jacksonville,100 block of West 38th Street,http://www.gunviolencearchive.org/incident/628178
2016-08-12,1,3,4,Texas,Dallas,10921 Estate Ln,http://www.gunviolencearchive.org/incident/627519
2016-08-11,0,4,4,Pennsylvania,Philadelphia,500 block of E Ashmead St,http://www.gunviolencearchive.org/incident/627757
2016-08-10,0,4,4,Illinois,Evanston,Foster Street and Jackson Avenue,http://www.gunviolencearchive.org/incident/626153
2016-08-10,1,3,4,California,Sacramento,4000 Green Tree Drive,http://www.gunviolencearchive.org/incident/626960
2016-08-08,2,2,4,New Mexico,Albuquerque,341 General Marshall Street NE,http://www.gunviolencearchive.org/incident/625735
2016-08-08,0,7,7,Florida,Jacksonville,1214 Labelle St,http://www.gunviolencearchive.org/incident/624273
2016-08-07,1,3,4,California,Los Angeles,5925 South Figueroa Street,http://www.gunviolencearchive.org/incident/624156
2016-08-07,1,3,4,Mississippi,Vicksburg,4460 Clay St,http://www.gunviolencearchive.org/incident/624046
2016-08-07,2,2,4,Colorado,Arvada,5400 block of Sheridan Boulevard,http://www.gunviolencearchive.org/incident/623523
2016-08-07,0,4,4,Illinois,Chicago,100 block of South Springfield,http://www.gunviolencearchive.org/incident/623439
2016-08-06,5,0,5,Pennsylvania,Reading (Sinking Spring),51 Winding Brook Drive,http://www.gunviolencearchive.org/incident/623195
2016-08-05,1,3,4,Michigan,Pontiac,70 block of Thorpe Street,http://www.gunviolencearchive.org/incident/624057
2016-08-05,2,2,4,California,Perris,21600 block of Rider St,http://www.gunviolencearchive.org/incident/622500
2016-08-04,0,4,4,Tennessee,Memphis,Ayers Street and Griffith Avenue,http://www.gunviolencearchive.org/incident/621232
2016-08-03,1,3,4,Georgia,Decatur,4110 Glenwood Road,http://www.gunviolencearchive.org/incident/620247
2016-08-02,0,4,4,Florida,Hollywood (West Park),5700 block of Hallandale Beach Blvd,http://www.gunviolencearchive.org/incident/619708
2016-08-01,0,4,4,Indiana,Evansville,South Bedford Avenue,http://www.gunviolencearchive.org/incident/619408
2016-07-31,3,1,4,Florida,Miami,Southwest 203rd Terrace and 115th Avenue,http://www.gunviolencearchive.org/incident/617789
2016-07-31,1,4,5,Texas,Austin,208 E 6th St,http://www.gunviolencearchive.org/incident/617607
2016-07-30,0,5,5,Missouri,Saint Louis,5000 block of Kensington Ave,http://www.gunviolencearchive.org/incident/617712
2016-07-30,0,5,5,Georgia,Townsend (Eulonia),14699 Highway 17,http://www.gunviolencearchive.org/incident/618321
2016-07-30,3,1,4,Washington,Mukilteo,10009 Chennault Beach,http://www.gunviolencearchive.org/incident/616948
2016-07-29,0,7,7,Georgia,Athens,Trail Creek St,http://www.gunviolencearchive.org/incident/617334
2016-07-28,0,5,5,New York,Elmira,303 College Ave,http://www.gunviolencearchive.org/incident/615109
2016-07-28,0,4,4,Maryland,Baltimore,Greenmount Avenue,http://www.gunviolencearchive.org/incident/615328
2016-07-28,2,2,4,Illinois,Chicago,800 block of West 50th Place,http://www.gunviolencearchive.org/incident/615024
2016-07-25,2,19,21,Florida,Fort Myers,3580 Evans Ave,http://www.gunviolencearchive.org/incident/611479
2016-07-24,1,7,8,Ohio,Hamilton,1555 Main St,http://www.gunviolencearchive.org/incident/610584
2016-07-23,0,4,4,South Carolina,North Charleston,3630 Ashley Phosphate Road,http://www.gunviolencearchive.org/incident/610756
2016-07-23,0,4,4,New York,Brooklyn,Fountain Avenue,http://www.gunviolencearchive.org/incident/613805
2016-07-23,2,2,4,Ohio,Cincinnati,3400 block of Beekman Street,http://www.gunviolencearchive.org/incident/610093
2016-07-23,4,1,5,Texas,Bastrop,202 Childers Drive,http://www.gunviolencearchive.org/incident/610379
2016-07-22,0,5,5,Illinois,Kankakee,300 block of North Wildwood Avenue,http://www.gunviolencearchive.org/incident/610402
2016-07-21,0,5,5,Illinois,Chicago,4400 block of South Leamington,http://www.gunviolencearchive.org/incident/609402
2016-07-20,0,4,4,California,Fresno,Hedges at Peach and Olive,http://www.gunviolencearchive.org/incident/608787
2016-07-19,0,4,4,Arkansas,West Memphis,13th Street and Tyler Avenue,http://www.gunviolencearchive.org/incident/607265
2016-07-17,4,3,7,Louisiana,Baton Rouge,9611 Airline Highway,http://www.gunviolencearchive.org/incident/604762
2016-07-17,1,3,4,Texas,Houston,6610 Tidwell,http://www.gunviolencearchive.org/incident/605475
2016-07-17,0,4,4,Michigan,Detroit,Grand River and McGraw avenue,http://www.gunviolencearchive.org/incident/605367
2016-07-16,0,5,5,Texas,Dallas,6300 block of Benavides Drive,http://www.gunviolencearchive.org/incident/604459
2016-07-16,0,5,5,Ohio,Cleveland,5000 block of Euclid Avenue,http://www.gunviolencearchive.org/incident/604275
2016-07-16,0,4,4,California,San Bernardino,1200 block of West 25th Street,http://www.gunviolencearchive.org/incident/605005
2016-07-16,1,14,15,California,Bakersfield,621 Stephens Drive,http://www.gunviolencearchive.org/incident/604233
2016-07-16,0,6,6,Tennessee,Clarksville,1348 College Street,http://www.gunviolencearchive.org/incident/604175
2016-07-15,3,1,4,Washington,Woodland,4006 NW 417th Street,http://www.gunviolencearchive.org/incident/604207
2016-07-14,3,1,4,Texas,Crosby,400 block of Pecan Avenue,http://www.gunviolencearchive.org/incident/603475
2016-07-14,0,4,4,California,Oakland,1600 block of 7th Street,http://www.gunviolencearchive.org/incident/603733
2016-07-14,1,3,4,Ohio,Akron,900 block of Moeller Avenue,http://www.gunviolencearchive.org/incident/603738
2016-07-13,0,5,5,Georgia,Warner Robins,105 Magnolia Avenue,http://www.gunviolencearchive.org/incident/602810
2016-07-13,2,2,4,Missouri,Saint Louis,3000 block of Miami St,http://www.gunviolencearchive.org/incident/602765
2016-07-11,0,5,5,Maryland,Baltimore,1800 block of W. North Avenue,http://www.gunviolencearchive.org/incident/600798
2016-07-11,0,4,4,Michigan,Jackson,500 block of Summit Avenue,http://www.gunviolencearchive.org/incident/601119
2016-07-11,3,2,5,Michigan,Saint Joseph,811 Port St,http://www.gunviolencearchive.org/incident/600398
2016-07-11,0,4,4,District of Columbia,Washington,"5100 block of Call Pl., SE",http://www.gunviolencearchive.org/incident/601512
2016-07-07,1,4,5,Tennessee,Bristol,536 Volunteer Parkway,http://www.gunviolencearchive.org/incident/597176
2016-07-07,5,9,14,Texas,Dallas,800 Main St,http://www.gunviolencearchive.org/incident/597756
2016-07-07,0,4,4,Louisiana,Baton Rouge,2136 North Lobdell Avenue,http://www.gunviolencearchive.org/incident/597366
2016-07-05,0,4,4,California,Los Angeles,56th Street and Naomi Avenue,http://www.gunviolencearchive.org/incident/595557
2016-07-04,0,4,4,Pennsylvania,Pittsburgh,Seventh Ave and Liberty Ave,http://www.gunviolencearchive.org/incident/595048
2016-07-04,0,4,4,Illinois,Chicago (Englewood),5500 block of South Hermitage Avenue,http://www.gunviolencearchive.org/incident/595279
2016-07-04,0,7,7,New York,Brooklyn,419 Chauncey Street,http://www.gunviolencearchive.org/incident/595166
2016-07-04,0,4,4,Ohio,Cleveland,1400 block of W. 107 Street,http://www.gunviolencearchive.org/incident/596159
2016-07-04,3,2,5,Texas,Houston,1300 block of Robin,http://www.gunviolencearchive.org/incident/595069
2016-07-04,2,6,8,Arizona,Phoenix,4000 block of West Southern Avenue,http://www.gunviolencearchive.org/incident/595482
2016-07-03,2,3,5,Louisiana,Monroe,401 Lea Joyner Memorial Expy,http://www.gunviolencearchive.org/incident/594051
2016-07-03,0,4,4,Tennessee,Chattanooga,2300 block of Daisy Street,http://www.gunviolencearchive.org/incident/594480
2016-06-30,1,4,5,Illinois,Chicago,9500 block of South Loomis Street,http://www.gunviolencearchive.org/incident/592724
2016-06-29,5,0,5,Nevada,Las Vegas,6100 block of West Lake Mead Boulevard,http://www.gunviolencearchive.org/incident/592207
2016-06-28,1,3,4,California,Los Angeles,13800 block of S Avalon Boulevard,http://www.gunviolencearchive.org/incident/591975
2016-06-28,0,4,4,Illinois,Chicago,1600 block of South Christiana,http://www.gunviolencearchive.org/incident/591294
2016-06-27,3,1,4,Oregon,Woodburn,13436 Killiam Loop NE,http://www.gunviolencearchive.org/incident/589488
2016-06-26,0,4,4,South Carolina,Bennettsville,Highway 38 N,http://www.gunviolencearchive.org/incident/590233
2016-06-26,1,4,5,Georgia,Atlanta,1500 block of Moreland Avenue SE,http://www.gunviolencearchive.org/incident/588867
2016-06-26,1,3,4,Texas,Houston,6000 block of Elm Street,http://www.gunviolencearchive.org/incident/589165
2016-06-26,0,4,4,Texas,Corpus Christi,Baldwin Blvd and Lamar,http://www.gunviolencearchive.org/incident/588918
2016-06-26,0,5,5,North Carolina,Charlotte,2240 Camp Greene St.,http://www.gunviolencearchive.org/incident/589159
2016-06-25,2,5,7,Texas,Fort Worth,2466 East Lancaster Avenue,http://www.gunviolencearchive.org/incident/587755
2016-06-25,0,4,4,Virginia,Norfolk,700 block of Craig Street,http://www.gunviolencearchive.org/incident/589470
2016-06-25,0,4,4,Illinois,Chicago,1400 block of W. 114th Place,http://www.gunviolencearchive.org/incident/587983
2016-06-24,0,4,4,Kansas,Kansas City,N. 3rd and Walker,http://www.gunviolencearchive.org/incident/589046
2016-06-24,0,5,5,Connecticut,Hartford,Brook and Winter Street,http://www.gunviolencearchive.org/incident/587735
2016-06-24,3,2,5,Maryland,District Heights,3100 block of Orleans Ave,http://www.gunviolencearchive.org/incident/587769
2016-06-22,3,1,4,Washington,Olympia,500 block of Dutterow Road SE,http://www.gunviolencearchive.org/incident/585821
2016-06-22,1,4,5,Georgia,Dekalb (county),Lancashire Drive and Central Drive,http://www.gunviolencearchive.org/incident/586122
2016-06-22,0,4,4,Illinois,Chicago,3100 block of West Warren,http://www.gunviolencearchive.org/incident/586058
2016-06-21,0,4,4,New Jersey,Willingboro,Mosshill Lane,http://www.gunviolencearchive.org/incident/586044
